variable,edu_a,edu_b,n_a,n_b,u_stat,p_value,p_bonf,significant_bonf,rank_biserial_r
dast_8,5.0,18.0,39,38,544.5,0.004490536050420188,0.06735804075630282,False,0.2651821862348178
dast_8,5.0,22.0,39,29,297.0,1.906318078086093e-05,0.00028594771171291396,True,0.4748010610079576
dast_8,5.0,25.0,39,9,150.0,0.21210308384033527,1.0,False,0.14529914529914534
dast_8,8.0,13.0,48,58,972.0,0.0018109280321774658,0.027163920482661988,True,0.3017241379310345
dast_8,8.0,18.0,48,38,828.0,0.35592203999252514,1.0,False,0.09210526315789469
dast_8,8.0,22.0,48,29,486.0,0.008213518918736644,0.12320278378104965,False,0.3017241379310345
dast_8,8.0,25.0,48,9,222.0,0.8717657661360851,1.0,False,-0.02777777777777768
dast_8,13.0,18.0,58,38,1333.0,0.04573157276718125,0.6859735915077187,False,-0.20961887477313979
dast_8,13.0,22.0,58,29,841.0,1.0,1.0,False,0.0
dast_8,13.0,25.0,58,9,347.0,0.06948552933404877,1.0,False,-0.32950191570881215
dast_8,18.0,22.0,38,29,435.5,0.08996550424757492,1.0,False,0.20961887477313979
dast_8,18.0,25.0,38,9,191.5,0.5031228512803494,1.0,False,-0.11988304093567259
dast_8,22.0,25.0,29,9,173.5,0.09165325274934819,1.0,False,-0.32950191570881215
pcl5_1,5.0,8.0,39,48,802.5,0.15563926279240148,1.0,False,0.14262820512820518
pcl5_1,5.0,13.0,39,58,564.0,4.871914409376627e-06,7.307871614064941e-05,True,0.5013262599469497
pcl5_1,5.0,18.0,39,38,472.5,0.001541610830034791,0.023124162450521867,True,0.36234817813765186
pcl5_1,5.0,22.0,39,29,517.5,0.43635014534262306,1.0,False,0.08488063660477452
pcl5_1,5.0,25.0,39,9,99.0,0.012420067136005972,0.1863010070400896,False,0.4358974358974359
pcl5_1,8.0,13.0,48,58,871.0,0.00035491638734545274,0.005323745810181791,True,0.3742816091954023
pcl5_1,8.0,18.0,48,38,705.5,0.044518579650286286,0.6677786947542943,False,0.22642543859649122
pcl5_1,8.0,22.0,48,29,730.0,0.6699152387174063,1.0,False,-0.04885057471264376
pcl5_1,8.0,25.0,48,9,160.5,0.16474877218376882,1.0,False,0.2569444444444444
pcl5_1,13.0,18.0,58,38,1272.0,0.17933487165648998,1.0,False,-0.15426497277676954
pcl5_1,13.0,22.0,58,29,1169.0,0.0014791424499449725,0.022187136749174587,True,-0.39001189060642094
pcl5_1,13.0,25.0,58,9,333.0,0.16865847346687324,1.0,False,-0.27586206896551735
pcl5_1,18.0,22.0,38,29,693.0,0.044289605549463026,0.6643440832419454,False,-0.2577132486388385
pcl5_1,18.0,25.0,38,9,180.0,0.8055635696707537,1.0,False,-0.05263157894736836
pcl5_1,22.0,25.0,29,9,94.5,0.1550020201083295,1.0,False,0.27586206896551724
pcl5_16,5.0,8.0,39,48,915.0,0.8114820485534951,1.0,False,0.022435897435897467
pcl5_16,5.0,13.0,39,58,573.0,6.893061704591331e-06,0.00010339592556886996,True,0.49336870026525204
pcl5_16,5.0,18.0,39,38,609.0,0.09181555590977655,1.0,False,0.17813765182186236
pcl5_16,5.0,22.0,39,29,517.5,0.43635014534262306,1.0,False,0.08488063660477452
pcl5_16,5.0,25.0,39,9,177.0,0.9710617025542414,1.0,False,-0.008547008547008517
pcl5_16,8.0,13.0,48,58,803.0,3.515677399826726e-05,0.0005273516099740089,True,0.42313218390804597
pcl5_16,8.0,18.0,48,38,783.0,0.15644605060853883,1.0,False,0.14144736842105265
pcl5_16,8.0,22.0,48,29,658.5,0.6065014562916429,1.0,False,0.053879310344827624
pcl5_16,8.0,25.0,48,9,222.5,0.8578032277887646,1.0,False,-0.03009259259259256
pcl5_16,13.0,18.0,58,38,1369.0,0.031363322199553345,0.4704498329933002,False,-0.2422867513611615
pcl5_16,13.0,22.0,58,29,1147.0,0.0030414555680507286,0.04562183352076093,True,-0.3638525564803805
pcl5_16,13.0,25.0,58,9,391.0,0.011772002263784368,0.17658003395676553,False,-0.49808429118773945
pcl5_16,18.0,22.0,38,29,602.5,0.43086323676343286,1.0,False,-0.09346642468239574
pcl5_16,18.0,25.0,38,9,202.5,0.3090425955809639,1.0,False,-0.18421052631578938
pcl5_16,22.0,25.0,29,9,142.5,0.6094597802208283,1.0,False,-0.09195402298850586
MSPSS_total,5.0,8.0,39,48,766.5,0.14901782560312718,1.0,False,0.1810897435897436
MSPSS_total,5.0,13.0,39,58,1413.5,0.03790208808268488,0.5685313212402732,False,-0.24977895667550842
MSPSS_total,5.0,18.0,39,38,808.5,0.49451133719428697,1.0,False,-0.09109311740890691
MSPSS_total,5.0,22.0,39,29,293.5,0.0007558663769494845,0.011337995654242268,True,0.4809902740937224
MSPSS_total,5.0,25.0,39,9,31.5,0.00014851401655260288,0.0022277102482890433,True,0.8205128205128205
MSPSS_total,8.0,13.0,48,58,1820.5,0.006564475406423131,0.09846713109634697,False,-0.3078304597701149
MSPSS_total,8.0,18.0,48,38,1078.0,0.14990966506576128,1.0,False,-0.1820175438596492
MSPSS_total,8.0,22.0,48,29,478.5,0.02245417722417232,0.3368126583625848,False,0.3125
MSPSS_total,8.0,25.0,48,9,97.0,0.009466470078467024,0.14199705117700537,False,0.5509259259259259
MSPSS_total,13.0,18.0,58,38,949.5,0.2544937328022657,1.0,False,0.13838475499092562
MSPSS_total,13.0,22.0,58,29,453.0,0.0004791014485621646,0.007186521728432468,True,0.46135552913198574
MSPSS_total,13.0,25.0,58,9,87.0,0.0014075458809851857,0.021113188214777784,True,0.6666666666666667
MSPSS_total,18.0,22.0,38,29,332.5,0.005776138997451422,0.08664208496177132,False,0.39655172413793105
MSPSS_total,18.0,25.0,38,9,62.0,0.0033333108286900553,0.04999966243035083,True,0.6374269005847953
MSPSS_total,22.0,25.0,29,9,105.5,0.3992227790582109,1.0,False,0.1915708812260536
audit_7,5.0,8.0,39,48,1336.0,0.00036097923610859214,0.005414688541628882,True,-0.4273504273504274
audit_7,5.0,13.0,39,58,1767.5,6.046732669382036e-07,9.070099004073053e-06,True,-0.5627763041556144
audit_7,5.0,18.0,39,38,983.0,0.011145903593330245,0.16718855389995368,False,-0.3265856950067476
audit_7,5.0,22.0,39,29,835.5,0.0005335060315256727,0.00800259047288509,True,-0.47745358090185674
audit_7,5.0,25.0,39,9,261.0,0.020836473319123045,0.3125470997868457,False,-0.4871794871794872
audit_7,8.0,13.0,48,58,1569.5,0.2025716767434853,1.0,False,-0.12751436781609193
audit_7,8.0,18.0,48,38,788.0,0.2489470182121386,1.0,False,0.13596491228070173
audit_7,8.0,22.0,48,29,681.0,0.8675348572109046,1.0,False,0.02155172413793105
audit_7,8.0,25.0,48,9,207.5,0.8482674578386253,1.0,False,0.03935185185185186
audit_7,13.0,18.0,58,38,798.5,0.012067409566588461,0.1810111434988269,False,0.2754083484573503
audit_7,13.0,22.0,58,29,700.5,0.15161134456668915,1.0,False,0.16706302021403097
audit_7,13.0,25.0,58,9,211.5,0.3000106686103028,1.0,False,0.18965517241379315
audit_7,18.0,22.0,38,29,625.0,0.3220233885244672,1.0,False,-0.1343012704174229
audit_7,18.0,25.0,38,9,193.5,0.5311108479513924,1.0,False,-0.13157894736842102
audit_7,22.0,25.0,29,9,132.0,0.9700776082324016,1.0,False,-0.011494252873563315
audit_9,5.0,8.0,39,48,1248.5,0.0030426914780836423,0.045640372171254634,True,-0.3338675213675213
audit_9,5.0,13.0,39,58,1731.0,2.2495948423823564e-07,3.3743922635735347e-06,True,-0.5305039787798409
audit_9,5.0,18.0,39,38,991.0,0.005547791607368174,0.0832168741105226,False,-0.3373819163292848
audit_9,5.0,22.0,39,29,790.5,0.002582019353387648,0.03873029030081472,True,-0.39787798408488073
audit_9,5.0,25.0,39,9,231.0,0.12406036109959566,1.0,False,-0.3162393162393162
audit_9,8.0,13.0,48,58,1603.0,0.06741905863464588,1.0,False,-0.15158045977011492
audit_9,8.0,18.0,48,38,889.5,0.8151214904683756,1.0,False,0.024671052631578982
audit_9,8.0,22.0,48,29,684.5,0.8885994045934511,1.0,False,0.01652298850574707
audit_9,8.0,25.0,48,9,184.0,0.4086441213753057,1.0,False,0.14814814814814814
audit_9,13.0,18.0,58,38,890.0,0.03320382539121029,0.4980573808681544,False,0.19237749546279492
audit_9,13.0,22.0,58,29,667.0,0.035067326289975574,0.5260098943496336,False,0.2068965517241379
audit_9,13.0,25.0,58,9,166.0,0.016328552302925684,0.24492828454388527,False,0.3639846743295019
audit_9,18.0,22.0,38,29,558.0,0.9223765235070251,1.0,False,-0.012704174228675091
audit_9,18.0,25.0,38,9,151.0,0.5420150283534783,1.0,False,0.11695906432748537
audit_9,22.0,25.0,29,9,113.0,0.4988628801233853,1.0,False,0.13409961685823757
PCL5_total,5.0,8.0,39,48,837.0,0.39813304651825865,1.0,False,0.10576923076923073
PCL5_total,5.0,13.0,39,58,528.0,8.884296843782885e-06,0.00013326445265674327,True,0.53315649867374
PCL5_total,5.0,18.0,39,38,506.5,0.016616914521438146,0.24925371782157218,False,0.31646423751686914
PCL5_total,5.0,22.0,39,29,551.0,0.861588645744397,1.0,False,0.02564102564102566
PCL5_total,5.0,25.0,39,9,186.5,0.7799930867032923,1.0,False,-0.06267806267806275
PCL5_total,8.0,13.0,48,58,797.5,0.00015938457836606678,0.002390768675491002,True,0.42708333333333337
PCL5_total,8.0,18.0,48,38,716.5,0.08905892230133103,1.0,False,0.21436403508771928
PCL5_total,8.0,22.0,48,29,748.0,0.5868434272097189,1.0,False,-0.07471264367816088
PCL5_total,8.0,25.0,48,9,255.0,0.39692863247216503,1.0,False,-0.18055555555555558
PCL5_total,13.0,18.0,58,38,1317.0,0.10755567625227316,1.0,False,-0.1950998185117967
PCL5_total,13.0,22.0,58,29,1199.5,0.0012370976919050477,0.018556465378575717,True,-0.4262782401902496
PCL5_total,13.0,25.0,58,9,408.0,0.006978618026195715,0.10467927039293572,False,-0.5632183908045978
PCL5_total,18.0,22.0,38,29,696.5,0.06576609385247957,0.9864914077871936,False,-0.26406533575317614
PCL5_total,18.0,25.0,38,9,228.5,0.12139143984100413,1.0,False,-0.3362573099415205
PCL5_total,22.0,25.0,29,9,135.5,0.8765847674536189,1.0,False,-0.03831417624521083
dast_5,5.0,8.0,39,48,778.5,0.05105961017790288,0.7658941526685432,False,0.16826923076923073
dast_5,5.0,13.0,39,58,564.5,9.423459375115686e-07,1.4135189062673528e-05,True,0.5008841732979664
dast_5,5.0,18.0,39,38,563.5,0.01207071573743028,0.18106073606145417,False,0.23954116059379216
dast_5,5.0,22.0,39,29,448.0,0.0331759331667733,0.4976389975015995,False,0.20778072502210432
dast_5,5.0,25.0,39,9,135.0,0.08398774556722072,1.0,False,0.23076923076923073
dast_5,8.0,13.0,48,58,929.0,0.0006625902504412779,0.009938853756619168,True,0.3326149425287356
dast_5,8.0,18.0,48,38,847.0,0.480774534159615,1.0,False,0.07127192982456143
dast_5,8.0,22.0,48,29,668.5,0.716803606156496,1.0,False,0.03951149425287359
dast_5,8.0,25.0,48,9,202.5,0.7147468826949629,1.0,False,0.0625
dast_5,13.0,18.0,58,38,1390.0,0.012881123728692595,0.19321685593038893,False,-0.26134301270417426
dast_5,13.0,22.0,58,29,1087.5,0.010538271683998287,0.1580740752599743,False,-0.2931034482758621
dast_5,13.0,25.0,58,9,331.5,0.13371936963449113,1.0,False,-0.2701149425287357
dast_5,18.0,22.0,38,29,568.5,0.7914336951115357,1.0,False,-0.03176043557168784
dast_5,18.0,25.0,38,9,172.5,0.9737265820737001,1.0,False,-0.00877192982456143
dast_5,22.0,25.0,29,9,127.5,0.9151226532021374,1.0,False,0.02298850574712641
pcl5_9,5.0,8.0,39,48,885.5,0.593499996607197,1.0,False,0.05395299145299148
pcl5_9,5.0,13.0,39,58,669.0,0.0001832980476387874,0.0027494707145818108,True,0.4084880636604774
pcl5_9,5.0,18.0,39,38,441.0,0.0006362880202690174,0.00954432030403526,True,0.40485829959514175
pcl5_9,5.0,22.0,39,29,513.5,0.4287633290753471,1.0,False,0.09195402298850575
pcl5_9,5.0,25.0,39,9,186.0,0.7315238551445229,1.0,False,-0.05982905982905984
pcl5_9,8.0,13.0,48,58,918.0,0.0009271620604121934,0.013907430906182901,True,0.3405172413793104
pcl5_9,8.0,18.0,48,38,609.0,0.0033675091556895184,0.050512637335342774,False,0.33223684210526316
pcl5_9,8.0,22.0,48,29,675.5,0.7986184368406519,1.0,False,0.029454022988505746
pcl5_9,8.0,25.0,48,9,239.5,0.5300671175070483,1.0,False,-0.10879629629629628
pcl5_9,13.0,18.0,58,38,1158.5,0.6583496435907488,1.0,False,-0.05127041742286753
pcl5_9,13.0,22.0,58,29,1127.5,0.005408620024267467,0.081129300364012,False,-0.34066587395957204
pcl5_9,13.0,25.0,58,9,376.5,0.023461047622852723,0.35191571434279084,False,-0.44252873563218387
pcl5_9,18.0,22.0,38,29,727.0,0.015648475651093306,0.2347271347663996,False,-0.31941923774954617
pcl5_9,18.0,25.0,38,9,247.5,0.02725865893609099,0.4088798840413649,False,-0.44736842105263164
pcl5_9,22.0,25.0,29,9,149.5,0.4364941452333587,1.0,False,-0.14559386973180066
pcl5_11,5.0,8.0,39,48,880.5,0.5355760385650781,1.0,False,0.059294871794871806
pcl5_11,5.0,13.0,39,58,586.5,1.0737584000242609e-05,0.00016106376000363912,True,0.48143236074270557
pcl5_11,5.0,18.0,39,38,535.5,0.01255885399500178,0.1883828099250267,False,0.2773279352226721
pcl5_11,5.0,22.0,39,29,439.5,0.054808584120517735,0.8221287618077661,False,0.2228116710875332
pcl5_11,5.0,25.0,39,9,138.0,0.20427457776200875,1.0,False,0.2136752136752137
pcl5_11,8.0,13.0,48,58,824.5,7.554715431099869e-05,0.0011332073146649803,True,0.40768678160919536
pcl5_11,8.0,18.0,48,38,726.5,0.05738815152818567,0.860822272922785,False,0.20339912280701755
pcl5_11,8.0,22.0,48,29,588.0,0.17128480530052004,1.0,False,0.15517241379310343
pcl5_11,8.0,25.0,48,9,186.5,0.4285330030452362,1.0,False,0.13657407407407407
pcl5_11,13.0,18.0,58,38,1349.5,0.04921764646795159,0.7382646970192739,False,-0.22459165154264982
pcl5_11,13.0,22.0,58,29,1066.0,0.031114090766067738,0.46671136149101605,False,-0.26753864447086806
pcl5_11,13.0,25.0,58,9,353.0,0.07543611428044875,1.0,False,-0.3524904214559388
pcl5_11,18.0,22.0,38,29,580.5,0.6827013771581095,1.0,False,-0.05353901996370225
pcl5_11,18.0,25.0,38,9,191.5,0.549611118287665,1.0,False,-0.11988304093567259
pcl5_11,22.0,25.0,29,9,136.5,0.8307973965102868,1.0,False,-0.04597701149425282
marital,5.0,8.0,39,48,1044.0,0.3278271866478213,1.0,False,-0.11538461538461542
marital,5.0,13.0,39,58,925.0,0.1130613090168747,1.0,False,0.18213969938107866
marital,5.0,18.0,39,38,641.5,0.28543878072407225,1.0,False,0.13427800269905532
marital,5.0,22.0,39,29,333.5,0.0028889394814360135,0.0433340922215402,True,0.41025641025641024
marital,5.0,25.0,39,9,66.0,0.002900307271980487,0.04350460907970731,True,0.6239316239316239
marital,8.0,13.0,48,58,975.0,0.005186981024442161,0.07780471536663242,False,0.2995689655172413
marital,8.0,18.0,48,38,671.0,0.0250706672981867,0.3760600094728005,False,0.26425438596491224
marital,8.0,22.0,48,29,331.0,5.864870834297827e-05,0.0008797306251446741,True,0.5244252873563218
marital,8.0,25.0,48,9,66.0,0.0005579597194306535,0.008369395791459802,True,0.6944444444444444
marital,13.0,18.0,58,38,1180.5,0.5345828201925507,1.0,False,-0.07123411978221417
marital,13.0,22.0,58,29,664.0,0.09592773573222645,1.0,False,0.21046373365041615
marital,13.0,25.0,58,9,150.0,0.03389937596484368,0.5084906394726552,False,0.4252873563218391
marital,18.0,22.0,38,29,373.0,0.01693295575127745,0.25399433626916174,False,0.32304900181488205
marital,18.0,25.0,38,9,69.5,0.0038043051463206184,0.05706457719480928,False,0.5935672514619883
marital,22.0,25.0,29,9,88.0,0.13529585665535432,1.0,False,0.32567049808429116
dast_10,5.0,8.0,39,48,808.5,0.05971414109453955,0.8957121164180932,False,0.13621794871794868
dast_10,5.0,13.0,39,58,643.0,7.457852988535223e-06,0.00011186779482802834,True,0.4314765694076039
dast_10,5.0,18.0,39,38,506.0,0.0006747907425614077,0.010121861138421116,True,0.31713900134952766
dast_10,5.0,22.0,39,29,380.0,0.000757524079265726,0.01136286118898589,True,0.328028293545535
dast_10,5.0,25.0,39,9,87.0,0.0001437612825618831,0.0021564192384282465,True,0.5042735042735043
dast_10,8.0,13.0,48,58,981.0,0.0016018496221569657,0.024027744332354484,True,0.29525862068965514
dast_10,8.0,18.0,48,38,747.0,0.0620731632007657,0.9310974480114855,False,0.18092105263157898
dast_10,8.0,22.0,48,29,562.5,0.0656447936472254,0.9846719047083811,False,0.1918103448275862
dast_10,8.0,25.0,48,9,136.5,0.02042103820867684,0.30631557313015256,False,0.3680555555555556
dast_10,13.0,18.0,58,38,1228.0,0.27385457397960355,1.0,False,-0.11433756805807627
dast_10,13.0,22.0,58,29,928.0,0.36592809389603853,1.0,False,-0.10344827586206895
dast_10,13.0,25.0,58,9,242.0,0.6944868903361382,1.0,False,0.07279693486590033
dast_10,18.0,22.0,38,29,545.0,0.9337905571936367,1.0,False,0.010889292196007205
dast_10,18.0,25.0,38,9,139.0,0.3164741071566898,1.0,False,0.1871345029239766
dast_10,22.0,25.0,29,9,107.5,0.36648833079270204,1.0,False,0.1762452107279694
pgsi_2,5.0,8.0,39,48,1047.0,0.30944561830850903,1.0,False,-0.11858974358974361
pgsi_2,5.0,13.0,39,58,1572.5,8.30628773574619e-05,0.0012459431603619284,True,-0.39036251105216624
pgsi_2,5.0,18.0,39,38,872.5,0.14325276958447025,1.0,False,-0.17746288798920373
pgsi_2,5.0,22.0,39,29,789.5,0.0014080798846675402,0.021121198270013103,True,-0.3961096374889479
pgsi_2,5.0,25.0,39,9,232.5,0.1018198324372983,1.0,False,-0.32478632478632474
pgsi_2,8.0,13.0,48,58,1887.0,0.00016608611498860002,0.0024912917248290003,True,-0.3556034482758621
pgsi_2,8.0,18.0,48,38,993.0,0.44350856015657614,1.0,False,-0.08881578947368429
pgsi_2,8.0,22.0,48,29,954.0,0.001963244855837429,0.029448672837561436,True,-0.3706896551724137
pgsi_2,8.0,25.0,48,9,279.0,0.13561066159418242,1.0,False,-0.29166666666666674
pgsi_2,13.0,18.0,58,38,813.5,0.006348013853048232,0.09522020779572349,False,0.2617967332123412
pgsi_2,13.0,22.0,58,29,835.5,0.9479178237477899,1.0,False,0.006539833531510109
pgsi_2,13.0,25.0,58,9,228.0,0.3983750338844002,1.0,False,0.12643678160919536
pgsi_2,18.0,22.0,38,29,699.0,0.024699026693720216,0.37048540040580324,False,-0.2686025408348458
pgsi_2,18.0,25.0,38,9,201.0,0.3663196458731137,1.0,False,-0.17543859649122817
pgsi_2,22.0,25.0,29,9,114.0,0.455800737878834,1.0,False,0.12643678160919536
pcl5_19,5.0,8.0,39,48,901.5,0.7200926592646372,1.0,False,0.03685897435897434
pcl5_19,5.0,13.0,39,58,633.0,7.150228883118764e-05,0.0010725343324678146,True,0.4403183023872679
pcl5_19,5.0,18.0,39,38,597.0,0.0867946903038309,1.0,False,0.19433198380566796
pcl5_19,5.0,22.0,39,29,520.5,0.5008367106717309,1.0,False,0.07957559681697612
pcl5_19,5.0,25.0,39,9,210.0,0.24339732550196524,1.0,False,-0.19658119658119655
pcl5_19,8.0,13.0,48,58,874.0,0.00034549048171041076,0.005182357225656162,True,0.37212643678160917
pcl5_19,8.0,18.0,48,38,780.0,0.1807540411155375,1.0,False,0.14473684210526316
pcl5_19,8.0,22.0,48,29,669.0,0.7359264632811281,1.0,False,0.03879310344827591
pcl5_19,8.0,25.0,48,9,262.0,0.20619883333896616,1.0,False,-0.21296296296296302
pcl5_19,13.0,18.0,58,38,1343.0,0.05467239236024926,0.820085885403739,False,-0.2186932849364791
pcl5_19,13.0,22.0,58,29,1123.0,0.006654067762905074,0.09981101644357611,False,-0.3353151010701545
pcl5_19,13.0,25.0,58,9,406.0,0.004704169283309233,0.0705625392496385,False,-0.5555555555555556
pcl5_19,18.0,22.0,38,29,610.5,0.3923377160404672,1.0,False,-0.10798548094373861
pcl5_19,18.0,25.0,38,9,229.0,0.0695082269194837,1.0,False,-0.3391812865497077
pcl5_19,22.0,25.0,29,9,163.0,0.1679468090104005,1.0,False,-0.24904214559386983
pcl5_3,5.0,8.0,39,48,776.5,0.08630612958574357,1.0,False,0.17040598290598286
pcl5_3,5.0,13.0,39,58,608.0,1.8245601840978552e-05,0.0002736840276146783,True,0.462422634836428
pcl5_3,5.0,18.0,39,38,541.0,0.012775241554685807,0.1916286233202871,False,0.2699055330634278
pcl5_3,5.0,22.0,39,29,466.5,0.11337328813558636,1.0,False,0.17506631299734743
pcl5_3,5.0,25.0,39,9,192.0,0.5319599376826443,1.0,False,-0.09401709401709413
pcl5_3,8.0,13.0,48,58,948.5,0.002199607815577497,0.032994117233662454,True,0.31860632183908044
pcl5_3,8.0,18.0,48,38,799.0,0.25993846203635385,1.0,False,0.1239035087719298
pcl5_3,8.0,22.0,48,29,680.0,0.8471265768659253,1.0,False,0.02298850574712641
pcl5_3,8.0,25.0,48,9,271.0,0.14444690873855576,1.0,False,-0.25462962962962954
pcl5_3,13.0,18.0,58,38,1282.0,0.14807382357305832,1.0,False,-0.16333938294010886
pcl5_3,13.0,22.0,58,29,1059.0,0.034368839631647,0.5155325944747049,False,-0.25921521997621877
pcl5_3,13.0,25.0,58,9,396.5,0.007742274803805776,0.11613412205708663,False,-0.5191570881226053
pcl5_3,18.0,22.0,38,29,600.5,0.4761796263137721,1.0,False,-0.08983666061705997
pcl5_3,18.0,25.0,38,9,229.0,0.06881610253449337,1.0,False,-0.3391812865497077
pcl5_3,22.0,25.0,29,9,163.5,0.16158145092366816,1.0,False,-0.2528735632183907
pcl5_10,5.0,8.0,39,48,733.5,0.033543029581377205,0.5031454437206581,False,0.21634615384615385
pcl5_10,5.0,13.0,39,58,608.0,1.8450532464084825e-05,0.0002767579869612724,True,0.462422634836428
pcl5_10,5.0,18.0,39,38,584.0,0.04460115019600483,0.6690172529400724,False,0.21187584345479082
pcl5_10,5.0,22.0,39,29,470.5,0.1283229984792176,1.0,False,0.1679929266136163
pcl5_10,5.0,25.0,39,9,192.0,0.5319599376826443,1.0,False,-0.09401709401709413
pcl5_10,8.0,13.0,48,58,1008.0,0.008540570580139099,0.12810855870208648,False,0.27586206896551724
pcl5_10,8.0,18.0,48,38,892.0,0.8452914214323524,1.0,False,0.021929824561403466
pcl5_10,8.0,22.0,48,29,723.0,0.7463910938441589,1.0,False,-0.0387931034482758
pcl5_10,8.0,25.0,48,9,280.5,0.09683009461693912,1.0,False,-0.29861111111111116
pcl5_10,13.0,18.0,58,38,1348.5,0.0466238495025005,0.6993577425375075,False,-0.2236842105263157
pcl5_10,13.0,22.0,58,29,1090.5,0.015701508380209787,0.2355226257031468,False,-0.29667063020214024
pcl5_10,13.0,25.0,58,9,396.5,0.007842534311027133,0.11763801466540699,False,-0.5191570881226053
pcl5_10,18.0,22.0,38,29,581.0,0.661920692101833,1.0,False,-0.05444646098003636
pcl5_10,18.0,25.0,38,9,219.5,0.11561159050287168,1.0,False,-0.2836257309941521
pcl5_10,22.0,25.0,29,9,163.0,0.1679468090104005,1.0,False,-0.24904214559386983
pcl5_18,5.0,8.0,39,48,843.0,0.3436735280964123,1.0,False,0.09935897435897434
pcl5_18,5.0,13.0,39,58,672.0,0.00022370714277368715,0.0033556071416053074,True,0.40583554376657827
pcl5_18,5.0,18.0,39,38,564.0,0.038089423155005346,0.5713413473250802,False,0.23886639676113364
pcl5_18,5.0,22.0,39,29,514.5,0.4458839424610058,1.0,False,0.09018567639257291
pcl5_18,5.0,25.0,39,9,229.5,0.059590576510269964,0.8938586476540494,False,-0.3076923076923077
pcl5_18,8.0,13.0,48,58,957.0,0.002756505088507533,0.041347576327612996,True,0.3125
pcl5_18,8.0,18.0,48,38,783.0,0.20740547696537304,1.0,False,0.14144736842105265
pcl5_18,8.0,22.0,48,29,698.0,0.9852655842588979,1.0,False,-0.002873563218390718
pcl5_18,8.0,25.0,48,9,297.0,0.031109347098194653,0.4666402064729198,False,-0.375
pcl5_18,13.0,18.0,58,38,1296.5,0.12092013795006572,1.0,False,-0.1764972776769509
pcl5_18,13.0,22.0,58,29,1091.5,0.015077904601127512,0.22616856901691268,False,-0.297859690844233
pcl5_18,13.0,25.0,58,9,414.0,0.0024169642308221016,0.03625446346233152,True,-0.5862068965517242
pcl5_18,18.0,22.0,38,29,626.5,0.2859985059802256,1.0,False,-0.1370235934664248
pcl5_18,18.0,25.0,38,9,252.0,0.012312397107194142,0.18468595660791212,False,-0.4736842105263157
pcl5_18,22.0,25.0,29,9,175.5,0.048070232289176326,0.7210534843376449,False,-0.3448275862068966
mspss_8,5.0,8.0,39,48,801.0,0.23886701931994192,1.0,False,0.14423076923076927
mspss_8,5.0,13.0,39,58,1420.0,0.03178539639893832,0.47678094598407483,False,-0.2555260831122901
mspss_8,5.0,18.0,39,38,730.0,0.9130792853811953,1.0,False,0.014844804318488558
mspss_8,5.0,22.0,39,29,361.5,0.009161902307822507,0.1374285346173376,False,0.36074270557029176
mspss_8,5.0,25.0,39,9,93.5,0.026076289375580607,0.3911443406337091,False,0.4672364672364673
mspss_8,8.0,13.0,48,58,1877.5,0.0017877035792626588,0.02681555368893988,True,-0.34877873563218387
mspss_8,8.0,18.0,48,38,1006.0,0.4057736375209372,1.0,False,-0.10307017543859653
mspss_8,8.0,22.0,48,29,554.5,0.11953357620407355,1.0,False,0.2033045977011494
mspss_8,8.0,25.0,48,9,147.0,0.12165026222297866,1.0,False,0.3194444444444444
mspss_8,13.0,18.0,58,38,818.5,0.031297087793291364,0.46945631689937045,False,0.25725952813067154
mspss_8,13.0,22.0,58,29,479.5,0.0008579395437623286,0.012869093156434929,True,0.429845422116528
mspss_8,13.0,25.0,58,9,84.5,0.0010216343822910454,0.015324515734365681,True,0.6762452107279693
mspss_8,18.0,22.0,38,29,396.0,0.04068638491839433,0.6102957737759149,False,0.2813067150635209
mspss_8,18.0,25.0,38,9,93.5,0.0325256742108292,0.487885113162438,False,0.45321637426900585
mspss_8,22.0,25.0,29,9,127.0,0.9068177311323851,1.0,False,0.026819923371647514
audit_8,5.0,8.0,39,48,1290.0,0.001439181495464379,0.021587722431965686,True,-0.3782051282051282
audit_8,5.0,13.0,39,58,1697.0,1.2039022550874978e-05,0.00018058533826312468,True,-0.5004420866489832
audit_8,5.0,18.0,39,38,1031.5,0.0019034528347404713,0.02855179252110707,True,-0.39203778677462897
audit_8,5.0,22.0,39,29,794.0,0.003721416064663724,0.05582124096995586,False,-0.40406719717064554
audit_8,5.0,25.0,39,9,266.5,0.012986211904435628,0.19479317856653441,False,-0.5185185185185186
audit_8,8.0,13.0,48,58,1473.0,0.5733664989118724,1.0,False,-0.0581896551724137
audit_8,8.0,18.0,48,38,917.5,0.9616681819120908,1.0,False,-0.006030701754385914
audit_8,8.0,22.0,48,29,600.0,0.28471880177982367,1.0,False,0.13793103448275867
audit_8,8.0,25.0,48,9,231.5,0.7163436455043803,1.0,False,-0.0717592592592593
audit_8,13.0,18.0,58,38,1048.0,0.6589387835901497,1.0,False,0.0490018148820327
audit_8,13.0,22.0,58,29,619.5,0.03240501237359338,0.48607518560390073,False,0.2633769322235434
audit_8,13.0,25.0,58,9,262.5,0.9837995910373446,1.0,False,-0.005747126436781658
audit_8,18.0,22.0,38,29,462.5,0.23710892565764008,1.0,False,0.16061705989110708
audit_8,18.0,25.0,38,9,181.5,0.7654849513230382,1.0,False,-0.06140350877192979
